X1	X2
Potra2n12c24038	GO:0005216,GO:0016021,GO:0034220
Potra2n12c24031	GO:0005886,GO:0051015
Potra2n12c24056	GO:0003676,GO:0008270,GO:0009507,GO:0015074
Potra2n12c24054	GO:0003700,GO:0005516,GO:0005634,GO:0005667,GO:0043565,GO:0045449,GO:0080142
Potra2n12c24048	GO:0000346,GO:0003729,GO:0016973
Potra2n12c24072	GO:0003993,GO:0006771,GO:0008198,GO:0008199,GO:0016311,GO:0019497,GO:0030643,GO:0042542
Potra2n12c24067	GO:0000225,GO:0006506,GO:0016021
Potra2n12c24076	GO:0004842,GO:0016567,GO:0016874
Potra2n12c24063	GO:0010485,GO:0043967,GO:0043968,GO:0043998
Potra2n12c24059	GO:0004371,GO:0005524,GO:0005829,GO:0016310,GO:0019563,GO:0034012,GO:0046486
Potra2n12c24060	GO:0005515,GO:0008270,GO:0009451
Potra2n12c24080	GO:0004674,GO:0005524,GO:0005737,GO:0009069,GO:0023014,GO:0032147
Potra2n12c24069	GO:0005509,GO:0005544,GO:0009408,GO:0009409,GO:0009414,GO:0009555,GO:0009651,GO:0009846,GO:0009860
Potra2n12c24087	GO:0004356,GO:0005515,GO:0005524,GO:0005618,GO:0005829,GO:0005886,GO:0006542,GO:0009252,GO:0042128
Potra2n12c24086	GO:0004758,GO:0005515,GO:0005524,GO:0006687,GO:0009793,GO:0009825,GO:0016021,GO:0017059,GO:0030148,GO:0030170,GO:0042967,GO:0043067
Potra2n12c24075	GO:0001664,GO:0003924,GO:0005525,GO:0005834,GO:0007188,GO:0031683
Potra2n12c24061	GO:0003723,GO:0016021
Potra2n12c24081	GO:0003824,GO:0005488
Potra2n12c24077	GO:0005783,GO:0006886,GO:0016021
Potra2n12c24068	GO:0003676,GO:0008270,GO:0016021,GO:0016787
Potra2n12c24071	GO:0005634,GO:0006355,GO:0044212
Potra2n12c24066	GO:0004439,GO:0016020,GO:0034485,GO:0046856
Potra2n12c24078	GO:0004601,GO:0006508,GO:0006804,GO:0006979,GO:0008233,GO:0009506,GO:0020037,GO:0042744,GO:0046872,GO:0055114,GO:0098869
Potra2n12c24073	GO:0016021,GO:0072657
Potra2n12c24085	GO:0000977,GO:0000981,GO:0005634,GO:0006357,GO:0008270,GO:0015079,GO:0016021,GO:0071805
Potra2n12c24057	GO:0005509,GO:0005513,GO:0005515,GO:0005634,GO:0005829,GO:0009612,GO:0009846,GO:0016021,GO:0019722
Potra2n12c24079	GO:0004622,GO:0005249,GO:0005515,GO:0008076,GO:0009395,GO:0034765,GO:0071805
Potra2n12c24084	GO:0015079,GO:0016021,GO:0071805
Potra2n12c24082	GO:0003677,GO:0005634
Potra2n12c24064	GO:0003723,GO:0005524,GO:0005802,GO:0005886,GO:0005982,GO:0005985,GO:0006011,GO:0006457,GO:0009833,GO:0016760,GO:0030244,GO:0051082
Potra2n12c24083	GO:0005488,GO:0015079,GO:0016021,GO:0071805
Potra2n12c24065	GO:0003723,GO:0005524,GO:0005802,GO:0005829,GO:0005886,GO:0005982,GO:0005985,GO:0006011,GO:0009816,GO:0009833,GO:0016760,GO:0030244,GO:0032991,GO:0034605,GO:0048471,GO:0050821,GO:0051082,GO:0061077
Potra2n12c24108	GO:0004519,GO:0005515,GO:0016021,GO:0090305
Potra2n12c24089	GO:0005634,GO:0005737,GO:0016021,GO:0016787
Potra2n12c24095	GO:0010286,GO:0016671,GO:0030544,GO:0042802,GO:0045454,GO:0046983,GO:0051085,GO:0051259,GO:0055114
Potra2n12c24090	GO:0005634,GO:0006355
Potra2n12c24094	GO:0005634,GO:0009611,GO:0031347,GO:2000022
Potra2n12c24116	GO:0004040,GO:0005515,GO:0006525,GO:0006558,GO:0006560,GO:0006568,GO:0018874,GO:0031359,GO:0042207,GO:0043864
Potra2n12c24104	GO:0004034,GO:0006094,GO:0006096,GO:0030246,GO:0033499
Potra2n12c24097	GO:0005743,GO:0016021
Potra2n12c24103	GO:0000398,GO:0003723,GO:0003724,GO:0005524,GO:0005737,GO:0071013,GO:2000636
Potra2n12c24105	GO:0016021
Potra2n12c24115	GO:0003690,GO:0006355,GO:0009507,GO:0032502
Potra2n12c24111	GO:0005515,GO:0006691,GO:0006693,GO:0009055,GO:0015035,GO:0016740,GO:0022900,GO:0045454,GO:0050220
Potra2n12c24092	GO:0004672,GO:0005515,GO:0005524,GO:0006468,GO:0016020
Potra2n12c24091	GO:0005634,GO:0006355
Potra2n12c24112	GO:0003690,GO:0006355,GO:0009507,GO:0032502
Potra2n12c24093	GO:0004697,GO:0005524,GO:0009069,GO:0018105,GO:0035556
Potra2n12c24100	GO:0005786,GO:0006617,GO:0008312
Potra2n12c24096	GO:0005524,GO:0005886,GO:0016021,GO:0016887,GO:0042626,GO:0055085
Potra2n12c24109	GO:0000783,GO:0010521,GO:0016233,GO:0032210,GO:0051974,GO:0098505
Potra2n12c24110	GO:0046872
Potra2n12c24098	GO:0003774,GO:0005737,GO:0030286,GO:0036158,GO:0043014,GO:0045298,GO:0045504
Potra2n12c24119	GO:0009734,GO:0016021,GO:0055085
Potra2n12c24134	GO:0000165,GO:0004707,GO:0005524,GO:0007178,GO:0009069,GO:0030836,GO:0030864,GO:0042643,GO:0051015
Potra2n12c24120	GO:0000234,GO:0005737,GO:0006656,GO:0032259,GO:0052667
Potra2n12c24132	GO:0004322,GO:0005507,GO:0005886,GO:0006826,GO:0015994,GO:0016021,GO:0046274,GO:0048046,GO:0052716,GO:0055072,GO:0055114
Potra2n12c24135	GO:0005975,GO:0008422,GO:0102483
Potra2n12c24122	GO:0003677,GO:0005634
Potra2n12c24138	GO:0005779,GO:0030674,GO:0045046
Potra2n12c24130	GO:0000165,GO:0000786,GO:0003677,GO:0004707,GO:0005524,GO:0005634,GO:0005737,GO:0006334,GO:0007178,GO:0009069,GO:0010468
Potra2n12c24133	GO:0003676,GO:0004523,GO:0016021,GO:0051252,GO:0090502
Potra2n12c24125	GO:0043531
Potra2n12c24126	GO:0005509
Potra2n12c24123	GO:0003676
Potra2n12c24131	GO:0005515,GO:0008270,GO:0009451
Potra2n12c24121	GO:0000166,GO:0003924,GO:0005874,GO:0007010,GO:0007017,GO:0009723,GO:0009741,GO:0090378
Potra2n12c24137	GO:0003677,GO:0003735,GO:0004707,GO:0005080,GO:0005524,GO:0005634,GO:0007178,GO:0009069,GO:0009507,GO:0009845,GO:0010476,GO:0016021,GO:0042254,GO:0042788,GO:0043022,GO:0043410,GO:0071215,GO:0072344
Potra2n12c24136	GO:0004601,GO:0004666,GO:0006691,GO:0006693,GO:0006804,GO:0006979,GO:0020037,GO:0051213,GO:0055114,GO:0098869
Potra2n12c24129	GO:0000786,GO:0003690,GO:0005730,GO:0006334,GO:0016584,GO:0030261,GO:0031492,GO:0031936,GO:0045910
Potra2n12c24128	GO:0004672,GO:0005524,GO:0006468,GO:0016853
Potra2n12c24127	GO:0000413,GO:0003755,GO:0009507
Potra2n12c24162	GO:0000287,GO:0006518,GO:0016855
Potra2n12c24154	GO:0005515
Potra2n12c24158	GO:0000105,GO:0004424,GO:0016021
Potra2n12c24147	GO:0005524,GO:0005829,GO:0006457,GO:0016787,GO:0046686,GO:0051082
Potra2n12c24139	GO:0008757,GO:0032259
Potra2n12c24142	GO:0000074,GO:0004693,GO:0005524,GO:0005737,GO:0006468,GO:0008353,GO:0009069,GO:0016021,GO:0045944,GO:0051726,GO:0070985
Potra2n12c24146	GO:0016021,GO:0016757
Potra2n12c24148	GO:0005506,GO:0016705,GO:0031418,GO:0055114
Potra2n12c24155	GO:0005975,GO:0009252,GO:0030259,GO:0050511,GO:0051991
Potra2n12c24145	GO:0016757
Potra2n12c24164	GO:0006869
Potra2n12c24141	GO:0004364,GO:0004462,GO:0005515,GO:0005737,GO:0005975,GO:0006090,GO:0006749
Potra2n12c24151	GO:0005515,GO:0007165,GO:0016021,GO:0043531
Potra2n12c24143	GO:0005385,GO:0006886,GO:0016021,GO:0016192,GO:0016758,GO:0030117,GO:0043231,GO:0071577
Potra2n12c24150	GO:0016021
Potra2n12c24161	GO:0005789,GO:0016021
Potra2n12c24144	GO:0006855,GO:0009507,GO:0015297,GO:0016021,GO:0042908,GO:0042910
Potra2n12c24157	GO:0016567,GO:0061630
Potra2n12c24160	GO:0016020
Potra2n12c24171	GO:0008270,GO:0016021
Potra2n12c24185	GO:0016021,GO:0016301,GO:0016310
Potra2n12c24180	GO:0006869,GO:0008289,GO:0016021
Potra2n12c24178	GO:0016021
Potra2n12c24165	GO:0004672,GO:0005524,GO:0006468,GO:0016020
Potra2n12c24182	GO:0003723,GO:0009507,GO:0009737
Potra2n12c24177	GO:0003700,GO:0005634,GO:0005667,GO:0006355,GO:0043565,GO:0045449,GO:0046983
Potra2n12c24175	GO:0004674,GO:0005524,GO:0006468,GO:0009069
Potra2n12c24181	GO:0000776,GO:0005635,GO:0007094,GO:0016491,GO:0051301,GO:0051315,GO:0055114,GO:0072686
Potra2n12c24187	GO:0003777,GO:0005524,GO:0005874,GO:0007018,GO:0008017,GO:0045298
Potra2n12c24183	GO:0009749,GO:0031124,GO:0035194
Potra2n12c24170	GO:0005794,GO:0006623,GO:0006896,GO:0007033,GO:0010008,GO:0030123
Potra2n12c24163	GO:0003777,GO:0005524,GO:0005871,GO:0005874,GO:0007018,GO:0008017,GO:0016887,GO:0045298
Potra2n12c24176	GO:0003824,GO:0005634,GO:0043565
Potra2n12c24169	GO:0002229,GO:0003700,GO:0005516,GO:0005634,GO:0005667,GO:0006355,GO:0010112,GO:0010224,GO:0043565,GO:0045449,GO:0071219,GO:0080142,GO:1900426
Potra2n12c24184	GO:0003677,GO:0005634,GO:0006355
Potra2n12c24179	GO:0005634,GO:0006952
Potra2n12c24168	GO:0004672,GO:0005524,GO:0006468,GO:0016021,GO:0030247
Potra2n12c24166	GO:0004674,GO:0005524,GO:0006468,GO:0009069,GO:0016021,GO:0030247
Potra2n12c24167	GO:0004674,GO:0005524,GO:0005886,GO:0006468,GO:0009069,GO:0016021
Potra2n12c24207	GO:0003746,GO:0005840,GO:0006357,GO:0006448,GO:0070449
Potra2n12c24194	GO:0004674,GO:0005524,GO:0005829,GO:0006468,GO:0009069
Potra2n12c24203	GO:0005634,GO:0008270
Potra2n12c24208	GO:0016787
Potra2n12c24211	GO:0003677,GO:0046983
Potra2n12c24195	GO:0016702,GO:0055114
Potra2n12c24212	GO:0012511,GO:0016021,GO:0019915
Potra2n12c24201	GO:0003700,GO:0005634,GO:0005667,GO:0006355,GO:0045449,GO:0046982
Potra2n12c24205	GO:0003697,GO:0006264,GO:0042645,GO:0051096
Potra2n12c24193	GO:0003333,GO:0005886,GO:0015171,GO:0016021
Potra2n12c24204	GO:0000413,GO:0003697,GO:0003755,GO:0009507
Potra2n12c24210	GO:0003743,GO:0005840,GO:0006446
Potra2n12c24199	GO:0000287,GO:0005524,GO:0005886,GO:0016021,GO:0016787,GO:0045332,GO:0140326
Potra2n12c24202	GO:0003677,GO:0003700,GO:0005524,GO:0005667,GO:0005871,GO:0005874,GO:0006355,GO:0007018,GO:0008017,GO:0008574,GO:0016021,GO:0045298,GO:0045449
Potra2n12c24196	GO:0000015,GO:0000162,GO:0000287,GO:0004634,GO:0006094,GO:0006096,GO:0006571,GO:0009094,GO:0009570,GO:0016021
Potra2n12c24206	GO:0005337,GO:0016021,GO:1901642
Potra2n12c24200	GO:0003723,GO:0005634,GO:0006397,GO:0035194,GO:0070918
Potra2n12c24192	GO:0000175,GO:0051252,GO:0090503
Potra2n12c24213	GO:0016020
Potra2n12c24197	GO:0003824,GO:0005739,GO:0006457,GO:0008219,GO:0009534,GO:0009570,GO:0009658,GO:0009706,GO:0009793,GO:0016021,GO:0044183,GO:0055035,GO:1904216
Potra2n12c24191	GO:0003677,GO:0003700,GO:0005524,GO:0005667,GO:0005871,GO:0005874,GO:0006355,GO:0007018,GO:0008017,GO:0008574,GO:0016021,GO:0045298,GO:0045449
Potra2n12c24198	GO:0003676,GO:0003824,GO:0044260,GO:0046914,GO:0090304
Potra2n12c24239	GO:0051513
Potra2n12c24235	GO:0003682,GO:0004553,GO:0005975,GO:0006357,GO:0016514,GO:0033743,GO:0035267,GO:0043044,GO:0043967,GO:0055114
Potra2n12c24243	GO:0000977,GO:0003700,GO:0005634,GO:0005667,GO:0007275,GO:0008134,GO:0045449,GO:0045944,GO:0046983
Potra2n12c24241	GO:0010215,GO:0016021,GO:0046658,GO:0052324
Potra2n12c24240	GO:0005515,GO:0016020
Potra2n12c24238	GO:0003723,GO:0005634,GO:1990904
Potra2n12c24246	GO:0005471,GO:0005743,GO:0005789,GO:0015866,GO:0015867,GO:0016021,GO:0048316,GO:0048367,GO:0055085
Potra2n12c24237	GO:0005829,GO:0061929
Potra2n12c24231	GO:0005515,GO:0005886,GO:0009825,GO:0010235,GO:0030136,GO:0045824
Potra2n12c24222	GO:0017112,GO:0043087,GO:0055037
Potra2n12c24224	GO:0003677,GO:0005634,GO:0009739,GO:0009751
Potra2n12c24220	GO:0016021
Potra2n12c24233	GO:0005768,GO:0005802,GO:0006891,GO:0030173
Potra2n12c24218	GO:0000400,GO:0000406,GO:0005524,GO:0005886,GO:0006290,GO:0006298,GO:0006301,GO:0008094,GO:0016021,GO:0032137,GO:0032142,GO:0032143,GO:0032181,GO:0032301,GO:0032302,GO:0032357,GO:0032405,GO:0043570,GO:0045128
Potra2n12c24234	GO:0004045
Potra2n12c24215	GO:0005634,GO:0006997
Potra2n12c24229	GO:0016021
Potra2n12c24223	GO:0032041,GO:0070932
Potra2n12c24232	GO:0016021
Potra2n12c24216	GO:0003700,GO:0005634,GO:0005667,GO:0006355,GO:0043565,GO:0045449,GO:2000032
Potra2n12c24225	GO:0004806,GO:0016021,GO:0016042,GO:0046486
Potra2n12c24230	GO:0016020,GO:0016788
Potra2n12c24219	GO:0003676,GO:0004523,GO:0051252
Potra2n12c24259	GO:0016021
Potra2n12c24271	GO:0005886,GO:0016021
Potra2n12c24256	GO:0006511,GO:0016567,GO:0061630
Potra2n12c24262	GO:0016021,GO:0016301,GO:0016310,GO:0016787
Potra2n12c24265	GO:0016021,GO:0022857,GO:0055085
Potra2n12c24268	GO:0003951,GO:0004143,GO:0005524,GO:0006769,GO:0007205,GO:0009395,GO:0016021,GO:0016310,GO:0035556,GO:0046486,GO:0046497
Potra2n12c24261	GO:0016570,GO:0016593,GO:0032968,GO:1990269
Potra2n12c24255	GO:0000278,GO:0000785,GO:0003677,GO:0003682,GO:0005515,GO:0006261,GO:0006281,GO:0031298,GO:0061087
Potra2n12c24267	GO:0000287,GO:0004647,GO:0006544,GO:0006564,GO:0006566,GO:0009507,GO:0016311
Potra2n12c24266	GO:0000275,GO:0015986,GO:0016787,GO:0046933
Potra2n12c24254	GO:0008194,GO:0016758,GO:0043231
Potra2n12c24253	GO:0046983
Potra2n12c24248	GO:0003723,GO:0005634,GO:0006289
Potra2n12c24251	GO:0003676
Potra2n12c24247	GO:0005506,GO:0005515,GO:0016705,GO:0020037,GO:0055114
Potra2n12c24249	GO:0000139,GO:0005982,GO:0005985,GO:0009117,GO:0016021,GO:0045489,GO:0047262,GO:0071555
Potra2n12c24277	GO:0004499,GO:0050660,GO:0050661,GO:0055114
Potra2n12c24284	GO:0000074,GO:0000307,GO:0000790,GO:0004693,GO:0005524,GO:0008353,GO:0009069,GO:0032968,GO:0046983,GO:0051726,GO:0070816
Potra2n12c24296	GO:0005768,GO:0005802,GO:0008168,GO:0016021,GO:0032259
Potra2n12c24294	GO:0005975,GO:0006090,GO:0006108,GO:0009535,GO:0009941,GO:0015979,GO:0015995,GO:0016628,GO:0019643,GO:0030060,GO:0045550,GO:0046487,GO:0071949
Potra2n12c24292	GO:0005737,GO:0016279,GO:0018026,GO:0018027
Potra2n12c24295	GO:0005634,GO:0006355,GO:0008270
Potra2n12c24299	GO:0009409,GO:0009414,GO:0009737,GO:0016021,GO:0042538
Potra2n12c24297	GO:0005634,GO:0006334
Potra2n12c24291	GO:0009535,GO:0009773,GO:0010598,GO:0016021
Potra2n12c24290	GO:0009535,GO:0009773,GO:0010598,GO:0016021
Potra2n12c24298	GO:0045431,GO:0046872,GO:0051555,GO:0055114
Potra2n12c24280	GO:0005507,GO:0005524,GO:0016021,GO:0016787,GO:0019829,GO:0030001,GO:0098655
Potra2n12c24281	GO:0003676,GO:0004190,GO:0006508,GO:0008270
Potra2n12c24282	GO:0003676,GO:0008270
Potra2n12c24302	GO:0016021,GO:0046983
Potra2n12c24301	GO:0005815,GO:0005881,GO:0009652,GO:0031110,GO:0035371,GO:0045298,GO:0051010,GO:0051225,GO:0051233,GO:1904825
Potra2n12c24273	GO:0000733,GO:0004520,GO:0005524,GO:0006281,GO:0006308,GO:0008094,GO:0031297,GO:0036292,GO:0036310,GO:0043596,GO:0048478,GO:0090305
Potra2n12c24278	GO:0000166,GO:0004672,GO:0005515,GO:0006464,GO:0016020,GO:0016310,GO:0043167
Potra2n12c24288	GO:0000139,GO:0005515,GO:0005768,GO:0005802,GO:0009969,GO:0016021,GO:0033843,GO:0048767
Potra2n12c24289	GO:0005515
Potra2n12c24293	GO:0004806,GO:0016021,GO:0016042,GO:0046486
Potra2n12c24274	GO:0005516
Potra2n12c24275	GO:0016021,GO:0046872
Potra2n12c24279	GO:0003677,GO:0004499,GO:0016021,GO:0046983,GO:0050660,GO:0050661,GO:0055114
Potra2n12c24303	GO:0008270
Potra2n12c24341	GO:0004674,GO:0005524,GO:0006468,GO:0009069
Potra2n12c24354	GO:0000122,GO:0000981,GO:0008134,GO:0043565,GO:0045944,GO:0051726,GO:0090575
Potra2n12c24345	GO:0004842,GO:0016567,GO:0030014
Potra2n12c24339	GO:0005634,GO:0005737,GO:0006606,GO:0008536,GO:0043484
Potra2n12c24334	GO:0003700,GO:0005634,GO:0005667,GO:0006355,GO:0043565,GO:0045449,GO:0046983
Potra2n12c24360	GO:0005515,GO:0006468,GO:0009069,GO:0016459,GO:0016905
Potra2n12c24363	GO:0004842,GO:0005634,GO:0005737,GO:0006281,GO:0016567
Potra2n12c24336	GO:0004721,GO:0005515,GO:0005634,GO:0005777,GO:0005829,GO:0005886,GO:0006470,GO:0009788,GO:0009903,GO:0016021,GO:0032000,GO:0034613,GO:0046872
Potra2n12c24351	GO:0000380,GO:0005777,GO:0016021
Potra2n12c24349	GO:0005198,GO:0005515,GO:0006886,GO:0006888,GO:0006890,GO:0006891,GO:0030126
