X1	X2
Potra2n3c7294	GO:0016020
Potra2n3c7297	GO:0000272,GO:0004553,GO:0005515,GO:0005829
Potra2n3c7305	GO:0003700,GO:0005634,GO:0005667,GO:0005840,GO:0006355,GO:0030154,GO:0043565,GO:0044212,GO:0045449
Potra2n3c7290	GO:0005886,GO:0006090,GO:0006107,GO:0006108,GO:0006734,GO:0019643,GO:0030060,GO:0046487
Potra2n3c7302	GO:0006519,GO:0006979,GO:0009611,GO:0009612,GO:0009733,GO:0009753,GO:0016847,GO:0030170,GO:0042218,GO:0042802,GO:0051301
Potra2n3c7301	GO:0008685,GO:0016114
Potra2n3c7287	GO:0004197,GO:0004672,GO:0005509,GO:0005524,GO:0006468,GO:0015079,GO:0030176,GO:0071586,GO:0071805
Potra2n3c7307	GO:0000165,GO:0004707,GO:0005524,GO:0005634,GO:0005737,GO:0007178,GO:0009069,GO:0009190,GO:0010468,GO:0016021,GO:0016849
Potra2n3c7285	GO:0002083,GO:0004197,GO:0004683,GO:0005509,GO:0005516,GO:0005524,GO:0005634,GO:0005773,GO:0005829,GO:0006744,GO:0008299,GO:0009069,GO:0009651,GO:0009738,GO:0009931,GO:0010359,GO:0015079,GO:0018105,GO:0030176,GO:0031305,GO:0035556,GO:0046777,GO:0047293,GO:0071586,GO:0071805
Potra2n3c7286	GO:0005774,GO:0009932,GO:0015079,GO:0016021,GO:0071805
Potra2n3c7288	GO:0005524,GO:0016887,GO:0051301
Potra2n3c7282	GO:0016020
Potra2n3c7296	GO:0008270
Potra2n3c7309	GO:0005634,GO:0009909
Potra2n3c7277	GO:0006885,GO:0012505,GO:0015299,GO:0016021,GO:1902600
Potra2n3c7280	GO:0006699,GO:0008207,GO:0008209,GO:0008210,GO:0016020,GO:0047568,GO:0048193,GO:0050662,GO:0055114
Potra2n3c7281	GO:0016021
Potra2n3c7312	GO:0016020
Potra2n3c7308	GO:0004650,GO:0005576,GO:0005982,GO:0005985,GO:0016021,GO:0047911,GO:0071555
Potra2n3c7306	GO:0005524,GO:0006457,GO:0051082
Potra2n3c7299	GO:0003700,GO:0005634,GO:0005667,GO:0006355,GO:0043565,GO:0044212,GO:0045449
Potra2n3c7293	GO:0002679,GO:0004601,GO:0005509,GO:0005886,GO:0006804,GO:0006979,GO:0007231,GO:0009723,GO:0010119,GO:0016021,GO:0016174,GO:0033500,GO:0043069,GO:0050665,GO:0052542,GO:0055114,GO:0098869
Potra2n3c7303	GO:0030001,GO:0046872
Potra2n3c7300	GO:0003676
Potra2n3c7304	GO:0016021,GO:0048354
Potra2n3c7284	GO:0015743,GO:0016021
Potra2n3c7298	GO:0005737,GO:0016567,GO:0061630
Potra2n3c7289	GO:0005789,GO:0016021
Potra2n3c7291	GO:0016020
Potra2n3c7310	GO:0010005,GO:0043622
Potra2n3c7396	GO:0004857,GO:0043086
Potra2n3c7399	GO:0016021,GO:0042967,GO:0046486,GO:0047184
Potra2n3c7427	GO:0009813,GO:0046872,GO:0050589,GO:0055114
Potra2n3c7400	GO:0016020,GO:0051087
Potra2n3c7416	GO:0004421,GO:0006084,GO:0006550,GO:0006552,GO:0006574,GO:0010142,GO:0016126,GO:0046950
Potra2n3c7421	GO:0000977,GO:0003700,GO:0005634,GO:0005667,GO:0007275,GO:0008134,GO:0045449,GO:0045944,GO:0046983
Potra2n3c7395	GO:0005743,GO:0006120,GO:0006744,GO:0006814,GO:0008137,GO:0009055,GO:0015992,GO:0070469
Potra2n3c7388	GO:0004252,GO:0006508,GO:0016021
Potra2n3c7414	GO:0003824
Potra2n3c7397	GO:0005515,GO:0016020
Potra2n3c7411	GO:0005887,GO:0055085
Potra2n3c7408	GO:0046907
Potra2n3c7407	GO:0008643,GO:0022857,GO:0030173,GO:0030176,GO:0055085
Potra2n3c7418	GO:0004252,GO:0006508
Potra2n3c7425	GO:0005730,GO:0009651,GO:0009737
Potra2n3c7404	GO:0003677,GO:0003700,GO:0005634,GO:0005667,GO:0006355,GO:0045449
Potra2n3c7428	GO:0005829,GO:0006090,GO:0006544,GO:0006563,GO:0006566,GO:0016618,GO:0030267,GO:0046487,GO:0047964,GO:0051287,GO:0055114
Potra2n3c7422	GO:0005515,GO:0009408,GO:0009414,GO:0009416,GO:0009960,GO:0010997,GO:0016021,GO:0016049,GO:0042023,GO:0048507,GO:0051707,GO:0097027,GO:1904668
Potra2n3c7409	GO:0004683,GO:0005516,GO:0005524,GO:0005634,GO:0005737,GO:0009069,GO:0009931,GO:0018105,GO:0035556,GO:0046777
Potra2n3c7419	GO:0008830,GO:0008831,GO:0009117,GO:0010253,GO:0019305,GO:0019872,GO:0030639,GO:0055114
Potra2n3c7401	GO:0006855,GO:0015297,GO:0016021,GO:0042908,GO:0042910
Potra2n3c7402	GO:0005351,GO:0005887,GO:0032440,GO:0034219,GO:0055114,GO:1902600
Potra2n3c7390	GO:0004674,GO:0005524,GO:0005737,GO:0006355,GO:0006468,GO:0009069
Potra2n3c7426	GO:0009535,GO:0009773,GO:0016021,GO:0016730
Potra2n3c7392	GO:0004497,GO:0005506,GO:0007275,GO:0010268,GO:0016125,GO:0016132,GO:0016705,GO:0020037,GO:0055114
Potra2n3c7420	GO:0004843,GO:0005829,GO:0016807,GO:0071108,GO:1990380
Potra2n3c7398	GO:0000122,GO:0001102,GO:0005634,GO:0005667,GO:0007275,GO:0045944
Potra2n3c7393	GO:0003700,GO:0005634,GO:0005667,GO:0006355,GO:0043565,GO:0045449,GO:1900459
Potra2n3c7405	GO:0000977,GO:0005634,GO:0005667,GO:0007275,GO:0008134,GO:0046983
Potra2n3c7389	GO:0005515
Potra2n3c7394	GO:0005515
Potra2n3c7410	GO:0003824,GO:0016020
Potra2n3c7417	GO:0003700,GO:0005634,GO:0005667,GO:0006355,GO:0043565,GO:0045449
Potra2n3c7315	GO:0003873,GO:0004331,GO:0006000,GO:0006013,GO:0016311,GO:0046835
Potra2n3c7326	GO:0003677,GO:0005634
Potra2n3c7341	GO:0003922,GO:0005524,GO:0006144,GO:0006177,GO:0006536,GO:0006541,GO:0016102,GO:0016462,GO:0016707,GO:0046872,GO:0055114
Potra2n3c7323	GO:0000118,GO:0004407,GO:0005515,GO:0006355,GO:0016575
Potra2n3c7333	GO:0005506,GO:0016021,GO:0020037,GO:0055114,GO:0070330
Potra2n3c7345	GO:0003777,GO:0005524,GO:0005871,GO:0005874,GO:0007018,GO:0008017,GO:0016887,GO:0045298
Potra2n3c7320	GO:0005515,GO:0005634,GO:0009909
Potra2n3c7334	GO:0004674,GO:0005524,GO:0005737,GO:0009069,GO:0023014,GO:0032147
Potra2n3c7321	GO:0003723,GO:0005794,GO:0005886,GO:0006886,GO:0009506,GO:0016021,GO:0016192,GO:0030131,GO:0030276,GO:0030665
Potra2n3c7340	GO:0003921,GO:0005524,GO:0005829,GO:0006144,GO:0006177,GO:0006541,GO:0016462,GO:0016491,GO:0055114
Potra2n3c7325	GO:0004842,GO:0005829,GO:0016567
Potra2n3c7329	GO:0004177,GO:0006508,GO:0008237,GO:0008270,GO:0046983
Potra2n3c7313	GO:0016021,GO:0016740
Potra2n3c7324	GO:0000186,GO:0004709,GO:0005524,GO:0005737,GO:0007178,GO:0009069
Potra2n3c7331	GO:0005515,GO:0051260
Potra2n3c7327	GO:0004839,GO:0005524,GO:0006511,GO:0016746,GO:0031396,GO:0061631
Potra2n3c7317	GO:0016021,GO:0046872
Potra2n3c7322	GO:0003723,GO:0005681,GO:0006886,GO:0016192,GO:0030131,GO:0048026
Potra2n3c7342	GO:0046983
Potra2n3c7314	GO:0003677,GO:0005634,GO:0006355,GO:0016021
Potra2n3c7316	GO:0005515
Potra2n3c7337	GO:0005765,GO:0030660,GO:0033619,GO:0042500,GO:0071458,GO:0071556
Potra2n3c7328	GO:0005515,GO:0005886,GO:0007165
Potra2n3c7336	GO:0004190,GO:0005515,GO:0005773,GO:0005783,GO:0005829,GO:0005886,GO:0006508,GO:0006833,GO:0009414,GO:0009506,GO:0015250,GO:0016021,GO:0032991,GO:0051289,GO:0051290,GO:0055085
Potra2n3c7318	GO:0016021
Potra2n3c7377	GO:0003723,GO:0004386,GO:0005524,GO:0016020
Potra2n3c7369	GO:0016021,GO:0016740
Potra2n3c7358	GO:0003680,GO:0016021
Potra2n3c7375	GO:0046872
Potra2n3c7376	GO:0003676,GO:0016020
Potra2n3c7347	GO:0016021
Potra2n3c7365	GO:0000226,GO:0000278,GO:0003924,GO:0004601,GO:0005200,GO:0005525,GO:0005618,GO:0005773,GO:0005794,GO:0005829,GO:0005874,GO:0005886,GO:0006804,GO:0006979,GO:0009506,GO:0016021,GO:0020037,GO:0022857,GO:0042744,GO:0046686,GO:0046872,GO:0055085,GO:0055114,GO:0098869
Potra2n3c7379	GO:0003677,GO:0005634
Potra2n3c7385	GO:0003689,GO:0005524,GO:0005634,GO:0005663,GO:0006261,GO:0042575
Potra2n3c7386	GO:0000027,GO:0003677,GO:0003723,GO:0003735,GO:0005524,GO:0005840,GO:0006260,GO:0006412,GO:0016021,GO:1902626
Potra2n3c7362	GO:0005515,GO:0016740
Potra2n3c7380	GO:0003978,GO:0005829,GO:0005886,GO:0009117,GO:0016021,GO:0033358,GO:0033499,GO:0045227,GO:0050373,GO:0071555
Potra2n3c7354	GO:0004357,GO:0005524,GO:0006750,GO:0009507,GO:0017109
Potra2n3c7352	GO:0016787
Potra2n3c7370	GO:0004672,GO:0005515,GO:0005524,GO:0006468,GO:0016021,GO:0032440,GO:0055114
Potra2n3c7373	GO:0003700,GO:0005634,GO:0005667,GO:0006355,GO:0045449,GO:0046982
Potra2n3c7383	GO:0003723,GO:0005840,GO:0005982,GO:0005985,GO:0016021,GO:0030599,GO:0034641,GO:0043086,GO:0046910
Potra2n3c7384	GO:0004842,GO:0005774,GO:0016021,GO:0016567,GO:0046872
Potra2n3c7356	GO:0003677,GO:0006338,GO:0008168,GO:0032259,GO:0034647,GO:0034721,GO:0035097,GO:0046872
Potra2n3c7364	GO:0003676,GO:0003779,GO:0008270,GO:0015629,GO:0016021,GO:0030042
Potra2n3c7368	GO:0030001,GO:0046872
Potra2n3c7350	GO:0000785,GO:0003682,GO:0006351,GO:0016021
Potra2n3c7363	GO:0005507,GO:0005524,GO:0016021,GO:0016787,GO:0019829,GO:0030001,GO:0098655
Potra2n3c7355	GO:0004674,GO:0005515,GO:0005524,GO:0006468,GO:0009069,GO:0009742
Potra2n3c7349	GO:0000785,GO:0003682,GO:0006355
Potra2n3c7361	GO:0004602,GO:0006749,GO:0006804,GO:0006979,GO:0016021,GO:0016757,GO:0055114,GO:0098869
Potra2n3c7360	GO:0004602,GO:0005739,GO:0005829,GO:0005886,GO:0006486,GO:0006749,GO:0006804,GO:0006979,GO:0009507,GO:0016757,GO:0046686,GO:0055114,GO:0098869
Potra2n3c7382	GO:0003723,GO:0003724,GO:0005524
Potra2n3c7371	GO:0000469,GO:0004521,GO:0005737,GO:0009553,GO:0009555,GO:0030490,GO:0030688,GO:0046872,GO:0051252,GO:0090502
Potra2n3c7378	GO:0016020
Potra2n3c7387	GO:0009451
Potra2n3c7359	GO:0004602,GO:0006749,GO:0006804,GO:0006979,GO:0055114,GO:0098869
Potra2n3c7440	GO:0006519,GO:0008483,GO:0016021,GO:0016847,GO:0030170,GO:0042218
Potra2n3c7437	GO:0005524,GO:0005634,GO:0005794,GO:0006355,GO:0015165,GO:0015297,GO:0015781,GO:0016021,GO:0090481
Potra2n3c7433	GO:0004784,GO:0005507,GO:0009536,GO:0019430,GO:0030001
Potra2n3c7436	GO:0005524,GO:0005634,GO:0006355,GO:0032502
Potra2n3c7450	GO:0006855,GO:0015297,GO:0016021,GO:0042908,GO:0042910
Potra2n3c7452	GO:0008773
Potra2n3c7454	GO:0003680
Potra2n3c7447	GO:0003777,GO:0005524,GO:0005874,GO:0007018,GO:0008017,GO:0032886,GO:0045298,GO:0048364
Potra2n3c7455	GO:0016021
Potra2n3c7460	GO:0000254,GO:0005506,GO:0005789,GO:0016021,GO:0016126,GO:0055114
Potra2n3c7443	GO:0016021
Potra2n3c7446	GO:0003677,GO:0008270,GO:0043161
Potra2n3c7442	GO:0016021
Potra2n3c7434	GO:0006753,GO:0019693,GO:0080041,GO:0080042
Potra2n3c7435	GO:0005506,GO:0016709,GO:0020037,GO:0055114
Potra2n3c7459	GO:0005515,GO:0009451
Potra2n3c7463	GO:0006904
Potra2n3c7441	GO:0004672,GO:0005524,GO:0006468,GO:0016021,GO:0016491
Potra2n3c7439	GO:0005819,GO:0005874,GO:0032147,GO:0060236
Potra2n3c7430	GO:0004252,GO:0006508,GO:0016021
Potra2n3c7448	GO:0003680,GO:0003700,GO:0005634,GO:0005667,GO:0006355,GO:0010228,GO:0045449
Potra2n3c7456	GO:0016021,GO:0016192
Potra2n3c7438	GO:0009055,GO:0022900,GO:0046658
Potra2n3c7431	GO:0004252,GO:0006508,GO:0016491
Potra2n3c7432	GO:0004252,GO:0006508
Potra2n3c7451	GO:0005524,GO:0006508,GO:0008233,GO:0009570,GO:0009941,GO:0043424
Potra2n3c7449	GO:0005509
Potra2n3c7473	GO:0003735,GO:0005840,GO:0006412,GO:0042254
Potra2n3c7482	GO:0003746,GO:0003924,GO:0005524,GO:0005525,GO:0005739,GO:0005840,GO:0006448,GO:0009570,GO:0009658,GO:0009845,GO:0009941,GO:0032790
Potra2n3c7484	GO:0004197,GO:0005773,GO:0006624,GO:0016021,GO:0051603
Potra2n3c7488	GO:0005634,GO:0009944,GO:0010158,GO:1902183,GO:2000024
Potra2n3c7474	GO:0003676,GO:0016021
Potra2n3c7465	GO:0005783,GO:0005794,GO:0006612,GO:0016021,GO:0018230,GO:0019706,GO:0042967
Potra2n3c7480	GO:0004857,GO:0043086
Potra2n3c7486	GO:0003677,GO:0005634,GO:0006355
Potra2n3c7468	GO:0003747,GO:0005840,GO:0006444,GO:0006449,GO:0018444
Potra2n3c7471	GO:0005509,GO:0005634,GO:0005829,GO:0005886,GO:0016021,GO:0032440,GO:0055114
Potra2n3c7481	GO:0004857,GO:0043086
Potra2n3c7470	GO:0004675,GO:0005515,GO:0005524,GO:0005886,GO:0006468,GO:0007178,GO:0009069,GO:0016021,GO:0032440,GO:0055114
Potra2n3c7464	GO:0016301,GO:0016310
Potra2n3c7487	GO:0016020
Potra2n3c7478	GO:0046983
Potra2n3c7490	GO:0004322,GO:0005507,GO:0006826,GO:0008447,GO:0015994,GO:0016021,GO:0019852,GO:0046658,GO:0055072,GO:0055114
Potra2n3c7492	GO:0004805,GO:0005982,GO:0005985,GO:0005992,GO:0016311
Potra2n3c7477	GO:0003700,GO:0005634,GO:0005667,GO:0006355,GO:0030154,GO:0043565,GO:0044212,GO:0045449
Potra2n3c7483	GO:0006508,GO:0008233,GO:0051879
Potra2n3c7491	GO:0004575,GO:0005982,GO:0005985,GO:0016021,GO:0017177
Potra2n3c7472	GO:0016021
Potra2n3c7485	GO:0009733
Potra2n3c7475	GO:0005768,GO:0005802,GO:0005982,GO:0005985,GO:0009117,GO:0016021,GO:0032580,GO:0050378,GO:0050379,GO:0050662
Potra2n3c7469	GO:0003677,GO:0016301,GO:0016310
Potra2n3c7517	GO:0003723,GO:0004386,GO:0008270
Potra2n3c7526	GO:0003746,GO:0003924,GO:0005525,GO:0005739,GO:0005840,GO:0006448,GO:0070125
Potra2n3c7519	GO:0006479,GO:0008168,GO:0016021,GO:0030001,GO:0046872
Potra2n3c7514	GO:0003700,GO:0005634,GO:0005667,GO:0006355,GO:0043565,GO:0045449
Potra2n3c7497	GO:0003700,GO:0005634,GO:0005667,GO:0006355,GO:0043565,GO:0045449
Potra2n3c7525	GO:0004672,GO:0005524,GO:0006468
Potra2n3c7500	GO:0005829,GO:0016020,GO:0032934,GO:0043231
Potra2n3c7512	GO:0002161,GO:0003676,GO:0004812,GO:0006418,GO:0008270,GO:0015074,GO:0106074
Potra2n3c7508	GO:0002161,GO:0003676,GO:0004812,GO:0006418,GO:0008270,GO:0015074,GO:0106074
Potra2n3c7499	GO:0016021
Potra2n3c7495	GO:0006351,GO:0006486,GO:0016021,GO:0016757,GO:0043565
Potra2n3c7510	GO:0003700,GO:0005634,GO:0005667,GO:0006355,GO:0043565,GO:0045449
Potra2n3c7507	GO:0004459,GO:0005737,GO:0006094,GO:0006096,GO:0006534,GO:0055114
Potra2n3c7509	GO:0005737,GO:0006914,GO:0006995
Potra2n3c7516	GO:0016021
Potra2n3c7524	GO:0003677,GO:0004386,GO:0005524,GO:0005634,GO:0046872
Potra2n3c7522	GO:0006355,GO:0008270
Potra2n3c7503	GO:0006857,GO:0010167,GO:0015112,GO:0015706,GO:0016021,GO:0016787,GO:0055085
Potra2n3c7511	GO:0004459,GO:0005737,GO:0006094,GO:0006096,GO:0006534,GO:0055114
Potra2n3c7494	GO:0016747
Potra2n3c7502	GO:0006857,GO:0016020,GO:0022857,GO:0055085
Potra2n3c7535	GO:0003729,GO:0005685,GO:0006376,GO:0071004
Potra2n3c7538	GO:0005515,GO:0005524,GO:0005634,GO:0005694,GO:0015267,GO:0016021,GO:0051276,GO:0055085
Potra2n3c7534	GO:0005829,GO:0006886,GO:0006890,GO:0007030,GO:0009793,GO:0009826,GO:0009933,GO:0010016,GO:0017119,GO:0045053
Potra2n3c7540	GO:0000186,GO:0004709,GO:0005515,GO:0005524,GO:0005634,GO:0007178,GO:0009069,GO:0009416,GO:0016021,GO:0032440,GO:0055114
Potra2n3c7558	GO:0006508,GO:0008237
Potra2n3c7536	GO:0005779,GO:0007017,GO:0016559,GO:0030286
Potra2n3c7551	GO:0016020
Potra2n3c7541	GO:0005515,GO:0005524,GO:0005694,GO:0051276
Potra2n3c7542	GO:0000186,GO:0004709,GO:0005524,GO:0005634,GO:0007178,GO:0009069,GO:0009416,GO:0016021,GO:0032440,GO:0055114
Potra2n3c7537	GO:0005524,GO:0005694,GO:0015267,GO:0016021,GO:0051276,GO:0055085
Potra2n3c7539	GO:0016021
Potra2n3c7556	GO:0016102,GO:0016707,GO:0046872,GO:0055114
Potra2n3c7557	GO:0007276,GO:0022412,GO:0051177
Potra2n3c7532	GO:0005887,GO:0016787,GO:0022857,GO:0055085
Potra2n3c7549	GO:0005319,GO:0005789,GO:0016021,GO:0034203
Potra2n3c7545	GO:0000724,GO:0004842,GO:0005515,GO:0016567,GO:0016874,GO:0019005,GO:0030915,GO:0031146
Potra2n3c7550	GO:0001056,GO:0003677,GO:0005666,GO:0006383
Potra2n3c7531	GO:0005886,GO:0008270,GO:0016021,GO:0016874,GO:0030433,GO:0030968,GO:0030970,GO:0034052,GO:0036513,GO:0051082,GO:0061630,GO:0070936,GO:1990381
Potra2n3c7548	GO:0004674,GO:0005515,GO:0005524,GO:0006468,GO:0009069,GO:0016021,GO:0032440,GO:0055114
Potra2n3c7546	GO:0000724,GO:0005515,GO:0005524,GO:0030915,GO:0051276
Potra2n3c7528	GO:0003676,GO:0015074,GO:0015079,GO:0016021,GO:0071805
Potra2n3c7544	GO:0016020,GO:0016740,GO:0044237
Potra2n3c7527	GO:0015079,GO:0016021,GO:0071805
Potra2n3c7554	GO:0000045,GO:0000153,GO:0000422,GO:0004096,GO:0005515,GO:0005829,GO:0006568,GO:0006804,GO:0006979,GO:0015031,GO:0015947,GO:0019776,GO:0020037,GO:0055114,GO:0098869
Potra2n3c7553	GO:0004096,GO:0005515,GO:0006568,GO:0006804,GO:0006979,GO:0015947,GO:0020037,GO:0055114,GO:0098869
Potra2n3c7543	GO:0016021,GO:0055085
Potra2n3c7552	GO:0000398,GO:0005634,GO:0008270,GO:0009737,GO:0045131
Potra2n3c7529	GO:0005524,GO:0009507
Potra2n3c7573	GO:0004190,GO:0006508,GO:0016021,GO:0030163
Potra2n3c7562	GO:0003723,GO:0005089,GO:0016491,GO:0043087,GO:0055114,GO:0080092
Potra2n3c7570	GO:0016021
Potra2n3c7597	GO:0000724,GO:0000784,GO:0003684,GO:0005662,GO:0006268,GO:0006289,GO:0007004,GO:0008270,GO:0016020,GO:0043047,GO:0051321
Potra2n3c7596	GO:0003735,GO:0005840,GO:0006412,GO:0042254
Potra2n3c7582	GO:0000724,GO:0003676,GO:0005524,GO:0005657,GO:0005737,GO:0006268,GO:0009378,GO:0009379,GO:0016592,GO:0043138
Potra2n3c7587	GO:0005743,GO:0009916,GO:0010230,GO:0016021,GO:0046872,GO:0070469,GO:0102721
Potra2n3c7598	GO:0005768,GO:0005802,GO:0008168,GO:0016021,GO:0032259
Potra2n3c7593	GO:0005634,GO:0036377,GO:0043565
Potra2n3c7581	GO:0005515,GO:0016301,GO:0016310
Potra2n3c7574	GO:0009941,GO:0015846,GO:0019808,GO:0042597
Potra2n3c7566	GO:0004535,GO:0051252,GO:0090503
Potra2n3c7590	GO:0016021,GO:0022857,GO:0055085
Potra2n3c7592	GO:0005515
Potra2n3c7577	GO:0006479,GO:0006554,GO:0018024
Potra2n3c7561	GO:0000272,GO:0005982,GO:0005985,GO:0016161,GO:0102229
Potra2n3c7559	GO:0004553,GO:0005975
Potra2n3c7583	GO:0003676
Potra2n3c7563	GO:0003723,GO:0005089,GO:0008168,GO:0032259,GO:0043087,GO:0051213,GO:0055114
Potra2n3c7591	GO:0005515
Potra2n3c7579	GO:0005506,GO:0016020,GO:0016709,GO:0020037,GO:0055114,GO:0070330
Potra2n3c7586	GO:0016021
Potra2n3c7576	GO:0000049,GO:0001731,GO:0003743,GO:0003924,GO:0005525,GO:0005829,GO:0005840,GO:0005850,GO:0006446,GO:0016021,GO:0045903
Potra2n3c7585	GO:0005886,GO:0015204,GO:0016021,GO:0071918
Potra2n3c7572	GO:0004674,GO:0005524,GO:0006468,GO:0009069
Potra2n3c7594	GO:0016021
Potra2n3c7565	GO:0000210,GO:0006144,GO:0006769,GO:0016021,GO:0035529,GO:0046497,GO:0047631,GO:0051287
Potra2n3c7584	GO:0004715,GO:0005524,GO:0016021,GO:0018108,GO:0050794
Potra2n3c7603	GO:0005737,GO:0008970,GO:0009395,GO:0009650,GO:0046486,GO:0071493
Potra2n3c7589	GO:0000062,GO:0008289
Potra2n3c7564	GO:0003729,GO:0005515,GO:0005634,GO:0006397,GO:0031047,GO:0031123,GO:0042868,GO:0045892,GO:0060968
Potra2n3c7595	GO:0001054,GO:0001055,GO:0001056,GO:0003677,GO:0005665,GO:0005666,GO:0005736,GO:0006360,GO:0006366,GO:0008270,GO:0016021,GO:0042797
Potra2n3c7568	GO:0005515
Potra2n3c7575	GO:0004674,GO:0005524,GO:0006468,GO:0009069,GO:0016021,GO:0030244
Potra2n3c7578	GO:0003697,GO:0003896,GO:0005658,GO:0005730,GO:0006269,GO:0006351,GO:0016021
Potra2n3c7571	GO:0016021,GO:0016757
Potra2n3c7569	GO:0005515
Potra2n3c7663	GO:0003825,GO:0004805,GO:0005829,GO:0005982,GO:0005985,GO:0005992,GO:0016021,GO:0016311,GO:0070413
Potra2n3c7654	GO:0016021
Potra2n3c7651	GO:0005509,GO:0019722,GO:0032440,GO:0055114
Potra2n3c7650	GO:0009535
Potra2n3c7661	GO:0003688,GO:0005524,GO:0005664,GO:0006260,GO:0046809
Potra2n3c7639	GO:0003700,GO:0005667,GO:0006355,GO:0045449
Potra2n3c7641	GO:0004553,GO:0005618,GO:0010411,GO:0016021,GO:0016762,GO:0042546,GO:0048046,GO:0071555
Potra2n3c7636	GO:0004866,GO:0010951
Potra2n3c7662	GO:0002229,GO:0004675,GO:0005524,GO:0005886,GO:0006468,GO:0007178,GO:0009069,GO:0016021,GO:0030246,GO:0042742
Potra2n3c7640	GO:0003700,GO:0005667,GO:0006355,GO:0045449
Potra2n3c7658	GO:0010997,GO:0046621
Potra2n3c7656	GO:0000149,GO:0005484,GO:0005634,GO:0006886,GO:0006906,GO:0012505,GO:0016021,GO:0031201,GO:0048278
Potra2n3c7649	GO:0005634,GO:0006355,GO:0008289,GO:0043565
Potra2n3c7657	GO:0005789,GO:0006506,GO:0016021,GO:0016740
Potra2n3c7642	GO:0005802,GO:0005886,GO:0005982,GO:0005985,GO:0006011,GO:0009117,GO:0009833,GO:0016021,GO:0016760,GO:0030244,GO:0047517,GO:0051753,GO:0071555,GO:0097502
Potra2n3c7634	GO:0004631,GO:0005524,GO:0005777,GO:0006694,GO:0010142,GO:0016310,GO:0019287
Potra2n3c7648	GO:0006338,GO:0008168,GO:0016021,GO:0022857,GO:0032259,GO:0034647,GO:0034721,GO:0035097,GO:0055085
Potra2n3c7659	GO:0000978,GO:0003700,GO:0005634,GO:0005667,GO:0045449,GO:0061408
Potra2n3c7643	GO:0016787
Potra2n3c7646	GO:0000162,GO:0000287,GO:0004765,GO:0006571,GO:0009094,GO:0009507,GO:0016310,GO:0016787,GO:0019632
Potra2n3c7647	GO:0005634,GO:0006355,GO:0044212
Potra2n3c7655	GO:0003723,GO:0016021
Potra2n3c7635	GO:0106035
Potra2n3c7644	GO:0004579,GO:0008250,GO:0016021,GO:0018279
Potra2n3c7645	GO:0003950
Potra2n3c7638	GO:0005634,GO:0006810,GO:0009742,GO:0016020
Potra2n3c7652	GO:0019348,GO:0030176,GO:0030234,GO:0050790
Potra2n3c7667	GO:0003700,GO:0005634,GO:0005667,GO:0006355,GO:0030154,GO:0043565,GO:0044212,GO:0045449
Potra2n3c7673	GO:0046872
Potra2n3c7664	GO:0005524,GO:0016021,GO:0016887,GO:0042626,GO:0055085
Potra2n3c7680	GO:0005886,GO:0009506,GO:0016021
Potra2n3c7672	GO:0003854,GO:0006694,GO:0008207,GO:0008209,GO:0008210,GO:0050662,GO:0055114
Potra2n3c7665	GO:0016020
Potra2n3c7677	GO:0006506,GO:0016021,GO:0032216,GO:0072659
Potra2n3c7669	GO:0016021,GO:0046983
Potra2n3c7688	GO:0016491,GO:0046983
Potra2n3c7684	GO:0005829,GO:0061929
Potra2n3c7678	GO:0003677,GO:0046983
Potra2n3c7696	GO:0003680,GO:0009733
Potra2n3c7674	GO:0016021
Potra2n3c7693	GO:0009960,GO:0080113
Potra2n3c7695	GO:0000064,GO:0016021,GO:0031966,GO:1990575
Potra2n3c7697	GO:0003680,GO:0003700,GO:0005634,GO:0005667,GO:0006355,GO:0045449
Potra2n3c7685	GO:0004197,GO:0004843,GO:0006511,GO:0016579
Potra2n3c7671	GO:0016021,GO:0070072
Potra2n3c7670	GO:0003723
Potra2n3c7679	GO:0016021,GO:0016567
Potra2n3c7676	GO:0003677,GO:0006260
Potra2n3c7686	GO:0000139,GO:0005096,GO:0030126,GO:0043547,GO:0046872,GO:0048205
Potra2n3c7682	GO:0016021
Potra2n3c7694	GO:0004864,GO:0005634,GO:0005829,GO:0009738,GO:0010427,GO:0038023,GO:0042803,GO:0080163,GO:1905183
Potra2n3c7668	GO:0000287,GO:0005524,GO:0005829,GO:0032957,GO:0047325,GO:0052725,GO:0052726,GO:0052746
Potra2n3c7615	GO:0008289,GO:0016021,GO:0016301,GO:0016310
Potra2n3c7611	GO:0005515,GO:0043531
Potra2n3c7632	GO:0003677,GO:0005198,GO:0005634,GO:0005829,GO:0006511,GO:0008541,GO:0043248
Potra2n3c7627	GO:0003723,GO:0003724,GO:0005524,GO:0005730,GO:0005829,GO:0006364,GO:0019706,GO:0042967
Potra2n3c7629	GO:0002953,GO:0016311
Potra2n3c7605	GO:0005524,GO:0005634,GO:0005737,GO:0006468,GO:0008353,GO:0009069,GO:0010468,GO:0035556
Potra2n3c7622	GO:0005227,GO:0005622,GO:0005886,GO:0006812,GO:0016021,GO:0034220
Potra2n3c7608	GO:0005737,GO:0070042,GO:0070475
Potra2n3c7624	GO:0009658,GO:0009706,GO:0009737,GO:0010118,GO:0016021,GO:0042631,GO:0043879,GO:0048527,GO:0097339,GO:1901974,GO:1901975
Potra2n3c7618	GO:0009813,GO:0047526,GO:0055114
Potra2n3c7623	GO:0016021,GO:0016874
